,__EVENTCASE__,__SECURITYWARNING__death_period,__SECURITYWARNING__distinct_payload_cat_id,__SECURITYWARNING__distinct_payload_device_id,__SECURITYWARNING__distinct_payload_dip,__SECURITYWARNING__distinct_payload_dport,__SECURITYWARNING__distinct_payload_profile_id,__SECURITYWARNING__distinct_payload_rule_category,__SECURITYWARNING__distinct_payload_rule_severity,__SECURITYWARNING__distinct_payload_sip,__SECURITYWARNING__distinct_payload_url,__SECURITYWARNING__entropy_for_hours_of_day,__SECURITYWARNING__event_type_network_attack_prevented,__SECURITYWARNING__event_type_weak_password_detected,__SECURITYWARNING__event_type_web_threat_blocked,__SECURITYWARNING__hours_of_day_0,__SECURITYWARNING__hours_of_day_1,__SECURITYWARNING__hours_of_day_10,__SECURITYWARNING__hours_of_day_11,__SECURITYWARNING__hours_of_day_12,__SECURITYWARNING__hours_of_day_13,__SECURITYWARNING__hours_of_day_14,__SECURITYWARNING__hours_of_day_15,__SECURITYWARNING__hours_of_day_16,__SECURITYWARNING__hours_of_day_17,__SECURITYWARNING__hours_of_day_18,__SECURITYWARNING__hours_of_day_19,__SECURITYWARNING__hours_of_day_2,__SECURITYWARNING__hours_of_day_20,__SECURITYWARNING__hours_of_day_21,__SECURITYWARNING__hours_of_day_22,__SECURITYWARNING__hours_of_day_23,__SECURITYWARNING__hours_of_day_3,__SECURITYWARNING__hours_of_day_4,__SECURITYWARNING__hours_of_day_5,__SECURITYWARNING__hours_of_day_6,__SECURITYWARNING__hours_of_day_7,__SECURITYWARNING__hours_of_day_8,__SECURITYWARNING__hours_of_day_9,__SECURITYWARNING__live_period,__SECURITYWARNING__locale,__SECURITYWARNING__payload_rule_category_Access Control,__SECURITYWARNING__payload_rule_category_Backdoor/Trojan,__SECURITYWARNING__payload_rule_category_Buffer Overflow,__SECURITYWARNING__payload_rule_category_DoS/DDoS,__SECURITYWARNING__payload_rule_category_Misc,__SECURITYWARNING__payload_rule_category_Scan,__SECURITYWARNING__payload_rule_category_Virus/Worm,__SECURITYWARNING__payload_rule_category_Web Attack,__SECURITYWARNING__rate,__SECURITYWARNING__station_final_status,__SECURITYWARNING__total_event,__STATIONID__
2277,B532-6378-24EA-FA3D-8973_2017-05-22 08:51:40,14742500.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19513737.0,1,0,0,0,0,0,0,0,0,0.5696404132187666,0,1,B532-6378-24EA-FA3D-8973
2278,5396-A63D-534B-6EBA-C676_2017-06-28 07:38:26,1986.0,4,3,5,1,1,3,3,4,2,0.6159905783211985,5,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3433020.0,0,0,0,1,0,0,0,0,4,0.9994218350710304,1,7,5396-A63D-534B-6EBA-C676
2279,8483-BABD-694F-4DAC-B6F8_2017-06-10 01:32:32,5351.0,2,1,1,1,1,1,1,1,3,0.5442837329694393,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1786497.0,0,0,0,0,0,0,0,0,0,0.9970136975904206,1,5,8483-BABD-694F-4DAC-B6F8
2280,A995-D552-D4B4-DCEA-DB5C_2017-09-27 02:00:56,2028.0,4,2,2,3,1,2,2,2,7,0.7214636866925115,2,0,6,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3340330.0,0,2,0,0,0,0,0,0,0,0.9993932427346204,1,8,A995-D552-D4B4-DCEA-DB5C
2281,D6F4-D48F-BE44-2BDB-4CFE_2017-07-20 18:16:01,1147.0,4,3,3,1,1,3,2,3,2,0.8570352476808069,4,1,8,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0,0,5519003.0,0,0,0,0,0,2,0,0,2,0.9997922157912376,1,13,D6F4-D48F-BE44-2BDB-4CFE
2282,8B3D-65AD-9CD7-4CC4-84F4_2017-06-04 16:19:12,2783.0,2,1,1,1,1,1,1,1,2,0.3445982481028228,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,8803031.0,0,0,0,0,0,0,0,0,0,0.9996839588026728,1,5,8B3D-65AD-9CD7-4CC4-84F4
2283,A2E4-569A-43E2-8B48-EA2D_2017-07-15 05:31:00,2093314.0,2,2,1,1,1,1,1,1,2,0.1732052067491771,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449645.0,0,0,0,0,0,0,0,0,0,0.4091622285214139,1,5,A2E4-569A-43E2-8B48-EA2D
2285,5FE2-2687-446B-DBC2-7D3B_2017-06-27 01:28:14,5954.0,2,3,1,1,1,1,1,1,3,1.8095479945599668,0,0,67,1,0,3,3,5,4,2,3,3,1,4,4,16,1,0,3,0,9,1,1,0,3,0,0,1690316.0,0,0,0,0,0,0,0,0,0,0.9964899455864928,1,67,5FE2-2687-446B-DBC2-7D3B
2286,6774-B95B-B6A4-6A68-FD56_2017-08-01 22:05:47,3178.0,1,1,1,1,1,1,1,1,1,2.0652832886135526,150,0,0,12,3,6,0,4,0,0,15,0,0,8,4,0,5,9,12,24,9,15,16,8,0,0,0,1333585.0,0,0,0,0,0,0,150,0,0,0.9976226152279798,0,150,6774-B95B-B6A4-6A68-FD56
2287,D43A-B999-DDB4-B648-88D9_2017-06-20 21:08:29,1279.0,2,2,2,1,1,2,2,2,2,0.4563344322932884,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,721004.0,0,3,0,0,0,0,0,0,0,0.9982292259405248,1,7,D43A-B999-DDB4-B648-88D9
2288,CDBB-DE52-5A43-929B-B26B_2017-09-11 14:37:10,15433.0,9,4,6,3,1,3,3,11,12,2.3257781077142976,77,0,52,2,1,0,4,2,11,4,1,6,9,11,23,3,14,15,6,6,1,0,4,0,1,5,0,7853927.0,0,1,0,76,0,0,0,0,0,0.9980388494108796,1,129,CDBB-DE52-5A43-929B-B26B
2289,EEAE-583E-D2C4-854A-DCFB_2017-08-24 05:54:37,1068.0,6,5,3,3,1,2,2,3,8,1.7405117043237694,538,0,12,58,31,182,0,2,0,5,1,2,0,0,0,1,0,61,28,0,0,1,178,0,0,0,0,1208039.0,0,0,0,538,0,0,0,0,0,0.9991167034844723,1,550,EEAE-583E-D2C4-854A-DCFB
2290,95AC-4C5B-FF44-DF5A-C659_2017-09-29 22:44:28,399207.0,3,6,5,2,1,3,2,24,2,1.632168470012519,39,0,2,3,1,5,2,2,2,2,0,3,0,0,0,2,1,4,1,1,1,2,0,1,1,3,4,2985024.0,0,0,0,36,0,3,0,0,0,0.8820390806655929,1,41,95AC-4C5B-FF44-DF5A-C659
2292,ADFD-9FD9-6246-7944-A6E8_2017-10-03 19:35:55,12522.0,2,2,2,2,1,2,2,2,2,0.3445982481028228,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1921376.0,0,0,0,2,0,0,0,0,0,0.993524994596406,1,3,ADFD-9FD9-6246-7944-A6E8
2293,B8C4-894E-A446-4395-492F_2017-08-22 17:44:46,7080.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,715370.0,0,0,0,0,0,0,5,0,0,0.9902000138417884,1,5,B8C4-894E-A446-4395-492F
2294,42AF-998D-FFE4-3CC8-B926_2017-10-11 01:11:14,9368.0,2,3,3,2,1,2,2,4,3,0.9943617837643208,6,0,8,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1243275.0,0,6,0,0,0,0,0,0,0,0.9925214127249344,1,14,42AF-998D-FFE4-3CC8-B926
2295,A88A-7A25-6E4F-DE85-DA3E_2017-05-25 07:56:36,1444.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,967372.0,0,0,0,0,0,0,0,0,3,0.9985095208997374,1,3,A88A-7A25-6E4F-DE85-DA3E
2296,B937-B3A2-4B47-6A33-8AA3_2017-10-26 01:57:33,2172.0,9,5,6,3,1,3,3,3,22,1.4780929304994466,7,0,72,1,1,4,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,49,9,4,10601125.0,0,6,0,1,0,0,0,0,0,0.999795158053198,1,79,B937-B3A2-4B47-6A33-8AA3
2297,EE46-D326-76F4-E949-5888_2017-10-14 06:16:36,1214.0,2,1,1,2,1,1,1,1,3,0.3767701612564368,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1315383.0,0,0,0,0,0,0,0,0,0,0.9990779258953196,1,3,EE46-D326-76F4-E949-5888
2298,E78F-F777-EFC4-BC6A-7C28_2017-05-15 10:23:38,6380.0,3,3,1,1,1,1,1,1,3,0.5442837329694393,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2352474.0,0,0,0,0,0,0,0,0,0,0.9972952967839468,0,5,E78F-F777-EFC4-BC6A-7C28
2300,42F9-5A9E-35D5-4AE5-B9DB_2017-08-22 17:52:24,1734.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1814101.0,0,0,0,0,0,0,0,0,0,0.9990450674207734,1,3,42F9-5A9E-35D5-4AE5-B9DB
2302,6B24-CD32-6FF4-3C79-F7D9_2017-10-19 02:12:31,4856.0,4,3,2,3,1,2,2,2,6,1.0924606245219646,1,0,16,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,1,3,0,0,4,2,0,1,22800880.0,0,0,0,1,0,0,0,0,0,0.9997870711122852,1,17,6B24-CD32-6FF4-3C79-F7D9
2304,658E-AFBE-6564-4E59-85BA_2017-06-15 01:21:52,2104.0,2,3,1,1,1,1,1,1,3,0.4563344322932884,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,14675115.0,0,0,0,0,0,0,0,0,0,0.9998566485926249,1,4,658E-AFBE-6564-4E59-85BA
2305,BA7D-DEBF-77F6-4BE7-B268_2017-05-18 16:13:25,2208.0,2,3,1,1,1,1,1,1,3,0.5442837329694393,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,964420.0,0,0,0,0,0,0,0,0,0,0.9977157706997936,1,5,BA7D-DEBF-77F6-4BE7-B268
2306,96E9-2BCB-4E69-43AB-8C96_2017-06-19 01:44:20,2193.0,5,4,4,1,2,3,3,4,6,1.6882550087131465,14,0,41,0,4,3,3,2,15,2,2,0,0,0,0,5,0,0,1,0,5,2,0,3,2,0,6,5172874.0,0,0,0,0,0,1,0,0,13,0.9995762373704532,1,55,96E9-2BCB-4E69-43AB-8C96
2308,D45D-94D7-5F4B-7947-2337_2017-05-24 12:44:30,172885.0,3,2,1,1,1,1,1,1,4,0.6749754468353846,0,1,6,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1820945.0,0,0,0,0,0,0,0,0,0,0.9132899996489168,1,7,D45D-94D7-5F4B-7947-2337
2309,7A92-F8BD-5DD4-226A-487B_2017-10-28 02:55:07,4017.0,4,7,3,3,1,2,2,7,3,0.7097131024243333,21,0,3,0,0,2,0,1,0,0,0,0,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1468356.0,0,0,0,21,0,0,0,0,0,0.9972717511119804,1,24,7A92-F8BD-5DD4-226A-487B
2310,53C4-C865-D374-A4FB-4A59_2017-06-30 08:41:44,2649110.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,687437.0,0,0,0,0,0,0,0,0,0,0.2060324641013599,1,1,53C4-C865-D374-A4FB-4A59
2311,369F-CABD-AE4C-3F92-35F7_2017-10-26 23:04:59,1312.0,6,5,6,3,1,4,3,8,5,1.9097057700562945,48,0,12,0,1,7,6,1,0,1,0,0,0,0,1,7,4,1,3,1,5,3,1,2,4,9,3,5447190.0,0,2,0,16,30,0,0,0,0,0.9997591998681472,1,60,369F-CABD-AE4C-3F92-35F7
2314,D84E-FD79-9F67-4379-97CA_2017-09-08 23:21:16,372049.0,4,1,2,3,1,2,2,2,4,0.5623351446188083,1,0,5,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4353937.0,0,0,0,0,0,1,0,0,0,0.921275898828308,1,6,D84E-FD79-9F67-4379-97CA
2315,F2CE-5CEC-B774-9F49-45BE_2017-07-12 01:27:15,288321.0,3,3,1,1,1,1,1,1,3,0.3767701612564368,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1998531.0,0,0,0,0,0,0,0,0,0,0.8739223176663815,1,3,F2CE-5CEC-B774-9F49-45BE
2316,A53D-38B7-8724-C249-C7C6_2017-10-12 11:06:23,14019.0,3,2,2,2,1,2,2,2,3,0.4505612088663046,1,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1967427.0,0,0,0,1,0,0,0,0,0,0.9929248639629846,1,4,A53D-38B7-8724-C249-C7C6
2317,3695-7AFE-2474-32D8-FA92_2017-08-01 14:02:59,1310.0,1,3,1,1,1,1,1,1,3,0.3767701612564368,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6042351.0,0,0,0,0,0,0,0,0,0,0.999783243964213,1,3,3695-7AFE-2474-32D8-FA92
2320,7332-2678-4E74-DACA-A467_2017-08-27 06:34:04,5349087.0,12,6,11,3,1,6,4,18,19,2.520866908844473,698,0,56,78,7,14,11,10,6,7,0,1,0,1,0,5,1,1,0,7,36,152,163,168,71,4,11,18130898.0,0,60,0,3,0,12,617,0,6,0.7721852462852936,0,754,7332-2678-4E74-DACA-A467
2321,8BD7-6674-BA44-CE89-AE4F_2017-06-27 04:58:12,20695.0,2,1,1,1,1,1,1,1,2,0.3445982481028228,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4508722.0,0,0,0,0,0,0,0,0,0,0.99543097930705,1,8,8BD7-6674-BA44-CE89-AE4F
2322,BDC4-3A4C-2C4F-348C-485F_2017-09-25 22:44:49,2348.0,4,3,2,3,1,2,2,2,22,1.5373561055718774,1,0,39,1,5,0,1,0,2,0,0,0,0,0,0,7,0,3,2,5,7,3,2,0,1,0,1,4746153.0,0,1,0,0,0,0,0,0,0,0.9995055281656252,1,40,BDC4-3A4C-2C4F-348C-485F
2323,2278-7C24-84C4-6B5C-4554_2017-06-26 02:43:34,13751.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3620116.0,0,0,0,0,0,0,0,0,0,0.9962158769156934,1,4,2278-7C24-84C4-6B5C-4554
2326,EB9B-CEDD-66C4-CE8B-B269_2017-07-19 04:26:38,6075.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703614.0,0,0,0,0,0,0,0,0,0,0.9914399124123384,1,1,EB9B-CEDD-66C4-CE8B-B269
2328,3889-68D5-B9A4-BDAB-5475_2017-10-11 09:30:32,1226.0,8,15,10,2,1,3,3,33,11,2.499064902854284,208,1,42,18,10,9,7,9,11,14,13,10,4,15,6,13,7,17,17,14,3,10,7,6,16,4,11,786113.0,0,175,0,33,0,0,0,0,0,0.9984428562537864,1,251,3889-68D5-B9A4-BDAB-5475
2329,AFC5-792E-576C-4766-98FA_2017-06-15 16:48:01,1729.0,3,2,2,1,1,2,2,2,3,0.3445982481028228,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1113949.0,0,0,0,0,0,0,0,0,1,0.998450269701473,1,3,AFC5-792E-576C-4766-98FA
2330,4DBC-9E6B-56D4-5C4B-EECD_2017-09-07 03:16:46,117286.0,6,6,5,3,1,2,3,10727,6,3.1780538303479453,27595,0,5714,1124,1150,1314,1408,1396,1414,1591,1896,1804,1721,1489,1348,1157,1211,1132,1073,1068,1191,1244,1415,1611,1505,1543,1504,3150583.0,0,0,0,27595,0,0,0,0,0,0.9641093324120398,0,33309,4DBC-9E6B-56D4-5C4B-EECD
2331,4C57-A898-8864-79E7-835F_2017-07-30 06:59:22,400691.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,544949.0,0,0,0,0,0,0,0,0,0,0.5762753267628273,1,1,4C57-A898-8864-79E7-835F
2332,A8E3-22AF-2444-2923-3764_2017-09-17 10:53:48,3781253.0,7,5,5,2,1,4,3,8,11,1.451700379090459,9,0,20,4,2,2,0,0,0,3,3,5,0,0,0,0,0,0,1,1,0,1,1,0,4,0,2,7758969.0,0,1,0,2,0,0,0,0,6,0.6723413986316727,1,29,A8E3-22AF-2444-2923-3764
2333,7B3E-A672-4493-DAC7-AA9D_2017-10-14 18:44:07,12462.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26457821.0,0,0,0,0,0,0,0,0,0,0.9995292079045772,1,1,7B3E-A672-4493-DAC7-AA9D
2334,6AE5-D8DF-B82C-4572-9D94_2017-08-18 12:34:51,1529.0,3,3,6,2,3,3,2,3,2,0.8947504818324978,33,0,4,0,0,3,17,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13860926.0,0,5,0,28,0,0,0,0,0,0.9998897020765802,1,37,6AE5-D8DF-B82C-4572-9D94
2335,A2BD-3CBD-8BF4-26B9-2F9F_2017-07-26 07:40:36,100711.0,2,3,1,1,1,1,1,1,3,0.4505612088663046,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1714203.0,0,0,0,0,0,0,0,0,0,0.944509216414662,1,4,A2BD-3CBD-8BF4-26B9-2F9F
2336,73D7-2EF7-E453-7B6B-BA4C_2017-11-08 17:01:55,1001.0,16,11,11,3,1,8,4,13,8,2.2898178486578247,323,1,49,9,2,10,4,79,174,59,1,2,0,0,0,0,1,3,3,5,4,4,1,1,2,2,7,14833437.0,0,22,0,1,1,1,294,1,3,0.9999325218791572,1,373,73D7-2EF7-E453-7B6B-BA4C
2337,86BF-AF78-8A24-DB2A-C8C6_2017-09-22 23:07:57,366073.0,2,4,1,2,1,1,1,1,3,0.8947504818324978,0,0,15,0,0,1,0,0,0,0,3,5,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1344037.0,0,0,0,0,0,0,0,0,0,0.7859359924215401,0,15,86BF-AF78-8A24-DB2A-C8C6
2339,997B-35C9-9D49-6E98-ABEC_2017-10-01 15:53:13,3951.0,4,5,1,3,1,1,1,1,10,1.0710465945979115,0,0,47,1,32,0,1,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,1,0,6954301.0,0,0,0,0,0,0,0,0,0,0.9994321849797908,1,47,997B-35C9-9D49-6E98-ABEC
2340,65EC-D6A5-9884-573B-F79B_2017-08-11 11:21:46,2344.0,6,3,4,2,1,4,3,12,8,1.4176201848778842,22,0,16,5,1,2,1,1,2,7,1,2,1,0,0,1,0,0,0,2,0,1,0,2,2,2,5,15634941.0,0,1,0,9,0,0,0,0,12,0.9998501018559168,1,38,65EC-D6A5-9884-573B-F79B
2342,4C6E-933A-7447-AB4B-4D77_2017-08-15 16:59:26,12410.0,3,2,3,2,1,2,2,2,3,0.3445982481028228,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,891730.0,0,3,0,0,0,0,0,0,0,0.9862742495631208,1,5,4C6E-933A-7447-AB4B-4D77
2343,9C5C-B556-4A49-2282-5F22_2017-07-06 21:29:33,5791.0,2,1,1,1,1,1,1,1,4,0.7097131024243333,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,2246415.0,0,0,0,0,0,0,0,0,0,0.9974287431966704,1,8,9C5C-B556-4A49-2282-5F22
2344,E2D3-665B-4443-F85A-D8D7_2017-04-13 03:54:52,5956.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611611.0,0,0,0,0,0,0,0,0,0,0.9903557022962691,1,1,E2D3-665B-4443-F85A-D8D7
2346,36FB-86EB-AC4B-5CA6-9797_2017-07-15 22:14:46,3138.0,9,6,2,1,1,2,3,25,6,2.221527602810508,163,4,16,6,7,11,4,7,6,10,10,11,7,9,2,5,9,4,7,1,6,9,17,8,7,11,9,3499242.0,0,163,0,0,0,0,0,0,0,0.9991040378257072,1,183,36FB-86EB-AC4B-5CA6-9797
2347,5964-F6D4-4BB4-4D34-9582_2017-08-22 09:54:35,6789925.0,13,7,4,3,1,4,3,61,12,2.3475801137044865,113,0,31,2,1,3,5,9,9,8,15,7,9,5,4,6,3,2,10,1,9,5,5,1,10,4,11,20835271.0,0,22,0,30,0,0,0,0,61,0.7542126035956451,0,144,5964-F6D4-4BB4-4D34-9582
2348,A2F6-36D9-F9B8-4FB8-9372_2017-08-13 02:00:41,15061.0,5,4,5,1,1,4,3,5,5,0.9401453181214776,15,0,4,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,10273980.0,0,8,0,0,0,6,0,0,1,0.9985362095456709,1,19,A2F6-36D9-F9B8-4FB8-9372
2350,4D34-6A8C-DFA4-76DB-D734_2017-10-11 20:50:46,151399.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,898616.0,0,0,0,0,0,0,0,0,0,0.8558125360113903,1,1,4D34-6A8C-DFA4-76DB-D734
2352,4889-ED45-94C8-7B53-25FD_2017-04-30 00:12:54,1546.0,3,1,2,1,1,2,1,2,1,0.4563344322932884,29,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11113161.0,0,27,0,0,0,0,0,0,2,0.99986090501531,1,29,4889-ED45-94C8-7B53-25FD
2354,DE57-AC55-D73A-465B-8875_2017-09-07 03:33:58,4304.0,7,2,4,2,1,5,3,21,6,1.628194401798264,27,0,14,1,4,0,1,0,1,0,0,0,0,0,0,7,1,0,5,1,3,0,8,2,4,3,0,16751759.0,0,3,0,2,0,4,0,0,18,0.9997431377525854,1,41,DE57-AC55-D73A-465B-8875
2356,4C79-566F-3AD4-666A-926C_2017-08-09 14:19:23,516237.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,164915.0,0,0,0,1,0,0,0,0,0,0.2421118927933853,0,1,4C79-566F-3AD4-666A-926C
2357,7DA9-C4AA-625D-4359-D67C_2017-11-01 07:27:35,265392.0,4,17,4,2,1,2,2,17,3,1.2544733944724158,134,0,5,0,1,0,0,1,2,71,3,0,0,0,47,0,12,0,0,0,0,1,0,1,0,0,0,1966305.0,0,0,0,134,0,0,0,0,0,0.8810806305694725,1,139,7DA9-C4AA-625D-4359-D67C
2359,37BB-588F-3F47-24BC-43B9_2017-10-05 02:29:30,1585.0,5,2,4,2,1,4,3,4,3,0.623848004006291,5,0,5,1,0,0,0,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8095288.0,0,1,0,1,0,3,0,0,0,0.9998042454167184,1,10,37BB-588F-3F47-24BC-43B9
2360,654A-CDD4-36E9-4977-AEBF_2017-06-30 01:47:32,1922111.0,5,5,3,1,1,2,2,3,15,1.6899307350591808,3,0,52,1,1,15,3,3,2,0,0,0,0,0,2,2,2,1,1,1,0,0,2,2,6,3,8,6380305.0,0,0,0,0,0,0,0,0,3,0.7684877510353613,1,55,654A-CDD4-36E9-4977-AEBF
2361,E8F7-9BDA-A456-4B6B-6442_2017-07-17 00:04:59,3010.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240878.0,0,0,0,0,0,0,0,0,0,0.9986585783247648,1,3,E8F7-9BDA-A456-4B6B-6442
2362,7B82-3ADE-DC84-8E9B-ADA5_2017-08-09 10:04:18,19627.0,2,3,2,1,1,2,2,3,2,0.3767701612564368,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2102447.0,0,0,0,0,0,0,0,0,2,0.9907510294174472,1,3,7B82-3ADE-DC84-8E9B-ADA5
2363,AD83-9D2A-DF94-AD88-4A64_2017-06-10 00:49:34,3741.0,5,5,1,1,1,1,1,1,9,1.1171468583889022,0,0,18,0,0,2,1,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,2039554.0,0,0,0,0,0,0,0,0,0,0.9981691336786904,1,18,AD83-9D2A-DF94-AD88-4A64
2364,C88C-44BD-3634-8B89-47E9_2017-07-29 22:11:03,15690.0,10,9,12,1,1,4,3,16,16,1.957402511444135,30,0,49,5,3,4,3,10,2,6,2,2,8,5,3,4,0,2,2,2,6,2,1,0,0,2,5,13678948.0,0,16,0,2,0,0,0,0,12,0.9988542961120987,1,79,C88C-44BD-3634-8B89-47E9
2365,832E-9395-3FA4-789F-3537_2017-08-25 05:07:52,8373.0,2,2,1,3,1,1,1,1,3,0.5140966973399506,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8288146.0,0,0,0,0,0,0,0,0,0,0.9989907815554934,1,6,832E-9395-3FA4-789F-3537
2366,5F3D-E3D4-2424-4E8A-CDDA_2017-06-04 01:55:50,1909.0,6,3,3,1,1,3,2,3,6,0.7232545110011122,2,0,6,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,10978927.0,0,1,0,0,0,1,0,0,0,0.9998261516700551,1,8,5F3D-E3D4-2424-4E8A-CDDA
2367,C54A-7EB2-D74F-3DA3-6A5F_2017-07-19 13:22:07,9715073.0,4,3,2,1,1,2,2,2,6,0.961285752584596,2,0,12,0,1,2,4,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,9596357.0,0,2,0,0,0,0,0,0,0,0.4969262763037227,0,14,C54A-7EB2-D74F-3DA3-6A5F
2369,7A37-C733-6644-3FCB-525B_2017-05-17 09:30:06,130973.0,2,6,2,1,1,2,2,2,2,1.4562909245092568,43,0,6,6,2,0,6,0,6,0,0,0,0,0,0,13,0,0,3,8,2,1,0,0,1,0,1,510659.0,0,0,0,0,43,0,0,0,0,0.7958752057254003,1,49,7A37-C733-6644-3FCB-525B
